t_circ,t_exp,c_sec,foi_age,t_apop,c_decay,speed,circ_age,t_inc,v_decay,c_dif,v_dif,t_kill,igm,sigma,v_sec,v_inf
0.021939447325598421,851.54055470061371,0.00017938731897647385,71.886012489331307,0.9888525954561509,0.0016953024953168985,1.0288644444484534,0.037790197520022654,0.10849766181116328,4.1716925228222479,0.70056539010478081,0.0012417220545355876,3.7644499202043162,80.320548579274998,574.68152901465714,0.00023667680687639768,95.724590023015026
0.097661656089505763,1021.0669170687952,0.0002174606641773839,420.49880277948682,0.41633082772357471,1.1492984194846983e-05,0.28743346331872621,130.20115134181827,0.062931934649985546,3.2169501691716436,0.20778894816278023,0.74988904577415261,1.2321506988604367,15.07347078654975,2033.8280710726531,0.00046676175639945988,73.31717130943224
0.39650013205858819,960.93650102505637,0.00018098949403693354,778.0338147487488,1.7844406552918781,0.0001113852598644865,2.1793510905942965,22.455407307440527,0.096822238688046236,2.2123355432444174,0.07738796331904696,0.099806538795504274,7.6805324189664432,10.759460942631188,1228.3438152613023,0.00027668608208365763,153.32503392134296
0.095260066737273497,911.54116481248116,0.00020609092294314555,206.50726807467473,0.83627372933348565,0.000333520380258086,0.019363822160268329,0.12835822267740879,0.11519938932585064,0.46474779447389791,7.1685295865458283,1.339867802194745,45.139732494904486,22.189080570081028,1525.1273427119556,0.00082469461471713728,120.41474424958034
0.18414074569007799,815.06325055458694,0.00012739251935114579,141.20318636293476,1.6536208529751366,0.00035729718994535363,6.1043246489620175,0.230452949483651,0.089325145872133138,0.26182082752028935,0.076188497504591848,0.033979083474389951,4.9916307801744022,16.425620014207738,1527.2791676804127,0.0012217047078859026,641.82024347858555
0.73413065208289041,1011.6775528474475,0.00033229080725677418,87.429523813828737,1.1971230213303616,0.002551783844335655,3.8998957254725046,28.426204178872137,0.072706507158754763,0.16975121165910478,0.17991813438938931,0.010200711835169018,14.850326920433073,8.0773938447686291,1543.6260914553247,0.00084758734770697282,1027.0373552604126
0.6362310570633577,904.68899010565667,0.00017520172566968349,76.846695771346148,1.3431630047156577,0.0003989230886011977,0.56606734082694965,0.76839121615603123,0.098941596766159656,0.24326864396515779,0.98914935033724205,0.34561478879648611,17.640457599369007,44.699046819800493,2754.925036750079,0.00028531639898573787,172.01974071027374
0.26998068015115317,1130.5039770540532,0.00025952675570157358,161.00377649047024,1.504864249761992,5.4599108550286629e-06,0.20240185890734569,87.48625145082498,0.12559946205028819,1.6244874936900757,3.9920805291302957,0.02132787562850549,5.0319615828867486,5.2804047481152772,1363.3109859640701,0.00093271012947019672,48.48842939288771
0.90682630585869806,1091.0820555969149,0.00017041438094241194,227.79636040485258,1.2102235981129348,0.0017004925355152696,0.13875392498972178,0.80223156553653019,0.061873658742618937,0.015763902621452306,0.91254915761886091,0.038226282009441781,77.909208822021526,4.1729820502418713,1858.0037188124111,0.00049100798458856585,50.843200001830972
0.17744493693743699,664.38599523438586,0.00013714924696024355,46.574022984226197,1.4314872502602383,0.004769792214684849,0.27091971359636596,20.387405448466144,0.15934126495087575,3.6073127036773838,2.047950351756918,0.060858091848714359,11.372752673735663,38.470435597173498,1710.8933049778027,0.00094642520250436059,30.855968809794891
0.68596453630407939,834.30548275036256,0.00015785199415051476,247.98842710715761,1.4475292148384258,8.3426510267747459e-05,0.086030832505819277,78.164473762613298,0.10185758901296028,33.128966685273809,5.5931798725308752,0.0012766640375368888,14.056741168886175,14.156589125125649,1212.6758602459072,0.0002346364829468391,34.314279643070975
0.039451802604977701,1780.5969838006115,0.00019523179340493523,30.395449159089992,1.2708491542560969,0.00078423596340457258,0.044425457418870079,2.6075763969659889,0.069423895693773024,0.1116345560078212,0.14716438222528713,0.046426049080300257,11.279482789313256,20.740501838647479,1113.7122324388606,0.00019856133269544214,42.531163714458764
0.41256874786205849,838.80725778399608,0.00019425548948899798,256.16702474411267,1.8596897972369655,0.07937925106670328,0.0011054218839570567,3.7536542311345236,0.078210473250156162,0.97150700217393571,0.021090069821055265,0.0013649275511011584,22.025408292685768,0.64963291385984445,693.76121270228919,0.00055066100741090157,98.040319763009435
0.22047853013582194,752.37985941325246,0.00019024135364761413,94.316981326641326,0.48310502734827654,1.966271207973753e-05,21.646944923556841,29.029548368824297,0.10434043364610818,5.0977965881347815,1.3981267324526228,0.003318002612745923,36.277465024438875,37.830579112382686,1268.8959516800044,0.00022335067193721277,198.24956538717868
0.1240047171701953,828.07062447514079,0.00026528621436697105,187.20367844993569,1.5835753215734121,0.00010458694980741594,1.9276123237915757,159.636403875414,0.083173947891512293,1.0241268179558265,0.029729268831437616,0.090281728457329,2.9914465378029473,4.7816554317916351,2213.1130239283525,0.00014623954932134139,59.844423169316265
0.076940072137581902,885.45702405472036,0.00029431599153090438,135.59963588000636,0.96340257181330025,0.00019877611643748415,2.5368062662195916,6.7131564998128903,0.19742473907753313,0.034510172173622004,1.5053773685046183,0.49571474725450293,19.915555942189059,9.5215981565072436,1454.9447480607084,0.00022771424218308287,38.998524464545731
0.31052198670072967,758.35837975939683,0.00019894500897745714,523.78034651994915,1.4216384012703855,2.7951738969461916e-05,0.0049367005990591109,3.7141579622303991,0.069185831283667731,6.293729553797637,3.216153929491183,0.0026910618765947029,1.1963876166167686,18.633480047651442,1094.8895173073861,0.00034270237017355968,184.60316049953747
0.089582505352524391,1605.7229604451288,0.00017583064009625194,405.40785764928319,1.8033986830555071,0.003835404449979807,6.6269469189266905,10.070018661588382,0.11716560353773198,12.22234117811022,0.30199138500960526,0.0096252443733569892,3.4710728442872734,6.5082778684579115,1325.7409802294615,0.00086099127452442443,15.27039010240034
0.57546824267130714,1249.5540182751083,0.00018260818438948375,30.03903483628164,1.2189621054186113,0.0064082258063136773,0.053020041509555027,19.833283109891138,0.1043987908725144,0.27515800759673192,2.5857569874338058,0.02452868110246811,101.55707402225691,105.36235391794888,2353.4957194454901,0.0010788643366258397,51.004269095214632
0.12327604436582801,762.75374612190546,0.00015432083302327983,1816.1793263999557,1.6704683650235583,0.0054582157629263113,0.058547298780970716,6.0244911724301851,0.078584405659869253,0.93257733859601455,0.11516899187677264,0.12513936194352032,17.310547097006914,5.5900282274364743,1330.6866436867597,0.00031657769896683473,49.486122880398717
0.15420282212841283,1656.1522882253746,0.0001841298656608227,947.92013697891684,1.9994199786286411,6.2688212200491493e-05,0.13164589619313033,5.7155018030288849,0.14481759960829491,0.12656504837571181,0.25929294694206451,0.54089022606132431,5.1026769838040504,14.422651767599278,972.00608448826108,0.00024988489828614059,180.69626887113529
0.53150307168985633,798.71654305198092,0.00010205033803051277,88.559453233429295,1.0510168640033253,1.2037465170678337e-05,1.3136525682774263,0.57883404949568562,0.12814278722361103,1.8499054322382162,0.81449587052548833,0.048242151158847502,44.169490866039077,0.89343764071739895,1558.4712064168298,0.0006782333409914422,290.78015596798622
1.6234062452581157,1194.6307491827095,0.00023135723017957686,26.389840306042025,0.36279302998167928,0.0080109522578151911,2.3624891175383484,4.3391243108139639,0.10495990459483183,0.52183371901350595,6.1290148670653926,17.417798085062817,16.761468990328066,2.4552325119441267,1074.1477359458079,0.0010008646031984282,103.28714765927047
0.10950727181590468,634.6131406498605,0.00014225605674096634,29.7203037954752,0.52188361148043039,0.0082304876424653655,0.072409054941931034,57.022539443884142,0.099532894066606814,0.43552713150914124,1.2880333691735455,0.013714119685822432,9.5266525235007506,1.9332530552768512,1756.6938811610885,0.00016531828775030077,70.348796027890629
